id,upstream_path,source_kind,surface,owner_crate,milestone,priority,parity_mode,comparator_type,status,future_bucket,defer_reason,acceptance_check
bench-main-namespaced,src/stim/main_namespaced.perf.cc,perf,cli-entry,stab-bench,M7,Bench,performance,benchmark,planned,,,M7 namespaced CLI dispatch benchmark
bench-simd-bit-table,src/stim/mem/simd_bit_table.perf.cc,perf,bit-kernel,stab-bench,M5,Bench,performance,benchmark,planned,,,M5 bit table workload benchmark
bench-simd-bits,src/stim/mem/simd_bits.perf.cc,perf,bit-kernel,stab-bench,M5,Bench,performance,benchmark,planned,,,M5 bit vector workload benchmark
bench-simd-word,src/stim/mem/simd_word.perf.cc,perf,bit-kernel,stab-bench,M5,Bench,performance,benchmark,planned,,,M5 bit word workload benchmark
bench-sparse-xor-vec,src/stim/mem/sparse_xor_vec.perf.cc,perf,bit-kernel,stab-bench,M5,Bench,performance,benchmark,planned,,,M5 sparse XOR workload benchmark
bench-graphlike-algo,src/stim/search/graphlike/algo.perf.cc,perf,dem-analysis,stab-bench,M10,Bench,performance,benchmark,planned,,,M10 graphlike search benchmark
bench-dem-sampler,src/stim/simulators/dem_sampler.perf.cc,perf,sampler,stab-bench,M11,Bench,performance,benchmark,planned,,,M11 DEM sampler throughput benchmark
bench-error-analyzer,src/stim/simulators/error_analyzer.perf.cc,perf,dem-analysis,stab-bench,M10,Bench,performance,benchmark,planned,,,M10 error analyzer throughput benchmark
bench-frame-simulator,src/stim/simulators/frame_simulator.perf.cc,perf,sampler,stab-bench,M8,Bench,performance,benchmark,planned,,,M8 frame simulator throughput benchmark
bench-tableau-simulator,src/stim/simulators/tableau_simulator.perf.cc,perf,sampler,stab-bench,M8,Bench,performance,benchmark,planned,,,M8 tableau simulator throughput benchmark
bench-clifford-string,src/stim/stabilizers/clifford_string.perf.cc,perf,pauli-string,stab-bench,M6,Bench,performance,benchmark,planned,,,M6 Clifford string benchmark
bench-pauli-string,src/stim/stabilizers/pauli_string.perf.cc,perf,pauli-string,stab-bench,M6,Bench,performance,benchmark,planned,,,M6 Pauli string benchmark
bench-pauli-string-iter,src/stim/stabilizers/pauli_string_iter.perf.cc,perf,pauli-string,stab-bench,M6,Bench,performance,benchmark,planned,,,M6 Pauli iterator benchmark
bench-tableau,src/stim/stabilizers/tableau.perf.cc,perf,tableau,stab-bench,M6,Bench,performance,benchmark,planned,,,M6 tableau benchmark
bench-tableau-iter,src/stim/stabilizers/tableau_iter.perf.cc,perf,tableau,stab-bench,M6,Bench,performance,benchmark,planned,,,M6 tableau iterator benchmark
bench-error-decomp,src/stim/util_bot/error_decomp.perf.cc,perf,dem-analysis,stab-bench,M10,Bench,performance,benchmark,planned,,,M10 error decomposition benchmark
bench-probability-util,src/stim/util_bot/probability_util.perf.cc,perf,sampler,stab-bench,M8,Bench,performance,benchmark,planned,,,M8 biased random probability utility benchmark
bench-reference-sample-tree,src/stim/util_top/reference_sample_tree.perf.cc,perf,sampler,stab-bench,M8,Bench,performance,benchmark,planned,,,M8 reference sample tree benchmark
bench-stabilizers-to-tableau,src/stim/util_top/stabilizers_to_tableau.perf.cc,perf,tableau,stab-bench,M6,Bench,performance,benchmark,planned,,,M6 stabilizers to tableau benchmark
m12-oracle-m4,future/oracle-m4,future,stim-format,stab-oracle,M12,P1,structural,oracle,planned,,,M12 reruns M4 oracle matrix rows before performance hardening
m12-oracle-m5,future/oracle-m5,future,bit-kernel,stab-oracle,M12,P1,property,direct-rust,planned,,,M12 reruns M5 bit kernel tests before performance hardening
m12-oracle-m6,future/oracle-m6,future,tableau,stab-oracle,M12,P1,property,direct-rust,planned,,,M12 reruns M6 stabilizer and tableau tests before performance hardening
m12-oracle-m7,future/oracle-m7,future,circuit-generation,stab-oracle,M12,P1,exact-output,oracle,planned,,,M12 reruns M7 generator and CLI rows before performance hardening
m12-oracle-m8,future/oracle-m8,future,sampler,stab-oracle,M12,P1,exact-output-and-statistical,oracle,planned,,,M12 reruns M8 sampler rows before performance hardening
m12-oracle-m9,future/oracle-m9,future,detector-conversion,stab-oracle,M12,P1,exact-output,oracle,planned,,,M12 reruns M9 detector conversion rows before performance hardening
m12-oracle-m10,future/oracle-m10,future,dem-analysis,stab-oracle,M12,P1,structural,oracle,planned,,,M12 reruns M10 DEM analyzer rows before performance hardening
m12-oracle-m11,future/oracle-m11,future,sampler,stab-oracle,M12,P1,exact-output-and-statistical,oracle,planned,,,M12 reruns M11 DEM sampler rows before performance hardening
m12-primary-performance-matrix,future/performance-primary-matrix,future,performance-hardening,stab-bench,M12,Bench,performance,benchmark,planned,,,M12 compares every Bench row plus M4 through M11 oracle suites
